date,title,link,first_paragraph,publish_location,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,PESTLE,source
2022-08-11,Liquidität der Sozialen Pflegeversicherung gesichert,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/liquiditaet-der-sozialen-pflegeversicherung-gesichert.html,"Um deren Liquidität sicherzustellen, hat das Bundesamt für Soziale Sicherung der sozialen Pflegeversicherung (SPV) ein Darlehen von einer Milliarde Euro zur Verfügung gestellt. Der Betrag wurde jetzt an den Ausgleichsfonds der sozialen Pflegeversicherung überwiesen.","Berlin, Germany",Liquidität, Soziale Pflegeversicherung, Bundesamt, Darlehen, Ausgleichsfonds,economic,BMG
2022-08-05,Bundesgesundheitsminister positiv auf Corona getestet,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/bundesgesundheitsminister-positiv-auf-corona-getestet.html,"Das Bundesgesundheitsministerium informiert, dass der Bundesminister Prof. Dr. Karl Lauterbach gestern Abend positiv auf das Coronavirus getestet worden ist. Dem Minister geht es gut, er hat nur leichte Symptome. Er nimmt seine Amtsgeschäfte vorübergehend aus der häuslichen Isolation war.","Berlin, Germany",Bundesgesundheitsminister, positiv, Corona, getestet, Karl Lauterbach,political,BMG
2022-08-03,Pandemievorsorge für Herbst und Winter: neuer rechtlicher Rahmen im Infektionsschutzgesetz,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/fortentwicklung-infektionsschutzgesetzes-ifsg.html,Das Bundesministerium für Gesundheit (BMG) und das Bundesministerium der Justiz (BMJ) haben unter Beteiligung des Bundeskanzleramtes einen Vorschlag für eine Fortentwicklung des Infektionsschutzgesetzes (IfSG) erarbeitet. Das IfSG enthält unter anderem die rechtlichen Grundlagen zur Pandemiebekämpfung. Die bisherigen auf die COVID-19-Pandemie bezogenen Sonderregeln sind bis zum 23. September 2022 befristet. Im Herbst und Winter ist mit einem saisonalen Anstieg der COVID-19-Fälle zu rechnen – und mit einer gesteigerten Belastung des Gesundheitssystems und der sonstigen kritischen Infrastruktur. Deshalb sind modifizierte Anschlussregeln erforderlich. Der Vorschlag sieht lageangepasste Rechtsgrundlagen vom 1. Oktober 2022 bis zum 7. April 2023 vor. Die bisherigen pandemiebedingten Sonderregelungen des Infektionsschutzgesetzes (IfSG) werden bis zum 30. September 2022 befristet.,"Berlin, Germany",Pandemievorsorge, Infektionsschutzgesetz, COVID-19, Gesundheitssystem, Sonderregeln,political,BMG
2022-07-27,Gesetzentwurf zum GKV-Finanzstabilisierungsgesetz beschlossen,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/gesetzentwurf-zum-gkv-finanzstabilisierungsgesetz.html,"Das Kabinett hat heute einen Gesetzentwurf beschlossen, mit dem die Bundesregierung die Finanzen der gesetzlichen Krankenkassen (GKV) im kommenden Jahr stabilisiert. Zudem wird mit ersten strukturellen Maßnahmen eine Grundlage zur mittel- und langfristigen Sicherung einer solidarischen und nachhaltigen Finanzierung der gesetzlichen Krankenversicherung gelegt.","Berlin, Germany",Gesetzentwurf, GKV-Finanzstabilisierungsgesetz, Bundesregierung, Krankenkassen, Finanzierung,political,BMG
2022-07-04,KVen sind weiterhin für Abrechnungen der Testzentren da,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/kven-sind-weiterhin-fuer-abrechnungen-der-testzentren-da.html,Gemeinsame Erklärung von Kassenärztlicher Bundesvereinigung und Bundesministerium für Gesundheit,"Berlin, Germany",KVen, Abrechnungen, Testzentren, gemeinsame Erklärung, Bundesministerium,political,BMG
2022-06-24,Finanzentwicklung der GKV im 1. Quartal 2022,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/finanzentwicklung-der-gkv-im-1-quartal-2022.html,"Die 97 gesetzlichen Krankenkassen haben in den ersten drei Monaten des laufenden Jahres ein nahezu ausgeglichenes Finanzergebnis erzielt. Hierzu hat wesentlich der in diesem Jahr einmalig ergänzende Bundeszuschuss von 14 Mrd. Euro beigetragen. Die Finanzreserven der Krankenkassen betrugen zum Quartalsende 9,9 Mrd. Euro bzw. 0,4 Monatsausgaben und entsprachen damit dem Zweifachen der gesetzlich vorgesehenen Mindestreserve in Höhe von 0,2 Monatsausgaben.","Berlin, Germany",Finanzentwicklung, GKV, Quartal 2022, Krankenkassen, Bundeszuschuss,economic,BMG
2022-06-24,Bundesregierung überarbeitet Testverordnung,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/bundesregierung-ueberarbeitet-testverordnung.html,"Die Bundesregierung wird auch über den 30. Juni hinaus ohne Unterbrechung Bürgertests zur Verfügung stellen, aber die Bedingungen verändern. Die geförderte Möglichkeit zum Test soll weiter helfen, Infektionen und Infektionsketten zu erkennen. Zugleich wird ein effektiverer Einsatz von Steuermitteln sichergestellt und die Qualität der Tests verbessert. Darauf haben sich Bundesgesundheitsminister Prof. Dr. Karl Lauterbach und Bundesfinanzminister Christian Lindner geeinigt.","Berlin, Germany",Bundesregierung, Testverordnung, Bürgertests, Infektionen, Steuermitteln,political,BMG
2022-06-22,Ländererhebung: Deutlicher Personalaufwuchs in Gesundheitsämtern,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/laendererhebung-deutlicher-personalaufwuchs-in-gesundheitsaemtern.html,Pakt für den Öffentlichen Gesundheitsdienst schafft mehr als 1.700 Personalstellen,"Berlin, Germany",Personalaufwuchs, Gesundheitsämtern, Pakt, Öffentlichen Gesundheitsdienst, Personalstellen,political,BMG
2022-06-10,Bundesgesundheitsminister Lauterbach in der Ukraine: „Das Land braucht auch humanitäre Hilfe“,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/bundesgesundheitsminister-lauterbach-in-der-ukraine-das-land-braucht-auch-humanitaere-hilfe.html,Minister sagt Unterstützung insbesondere für Versorgung Schwerverletzter zu,"Berlin, Germany",Bundesgesundheitsminister, Lauterbach, Ukraine, humanitäre Hilfe, Versorgung Schwerverletzter,political,BMG
2022-05-25,Bessere Berücksichtigung der Kinderanzahl bei der Beitragsbemessung in der Pflegeversicherung,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/bessere-beruecksichtigung-der-kinderanzahl-bei-der-beitragsbemessung-in-der-pflegeversicherung.html,Zum heutigen Beschluss des Bundesverfassungsgerichts,"Berlin, Germany",Bessere, Berücksichtigung, Kinderanzahl, Beitragsbemessung, Pflegeversicherung,political,BMG
2022-05-20,G7-Gesundheitsminister vereinbaren Pandemiepakt,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/g7-gesundheitsminister-vereinbaren-pandemiepakt.html,Zweitägige Beratung in Berlin zu Ende gegangen,"Berlin, Germany",G7, Gesundheitsminister, Pandemiepakt, Berlin, Beratung,political,BMG
2022-05-19,Karl Lauterbach: “Dank für unermüdlichen Einsatz“ Bundestag beschließt Bonus für Pflegekräfte,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/karl-lauterbach-dank-fuer-unermuedlichen-einsatz-bundestag-beschliesst-bonus-fuer-pflegekraefte.html,Der Bundestag hat heute das Gesetz zur Zahlung eines Bonus für Pflegekräfte in Krankenhäusern und Pflegeeinrichtungen (Pflegebonusgesetz) verabschiedet. Damit würdigt der Gesetzgeber die Leistung von Pflegekräften in der Corona-Pandemie. Je 500 Millionen Euro werden für den Pflegebonus im Bereich der Krankenhäuser sowie der Pflegeeinrichtungen zur Verfügung gestellt.,"Berlin, Germany",Karl Lauterbach, Bonus, Pflegekräfte, Bundestag, Gesetz,political,BMG
2022-05-04,Neue Kontaktstelle für geflüchtete Menschen mit Behinderungen und Pflegebedürftige aus der Ukraine,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/neue-kontaktstelle-fuer-gefluechtete-menschen-mit-behinderungen-und-pflegebeduerftige-aus-der-ukraine.html,BMAS und BMG richten Bundeskontaktstelle beim Deutschen Roten Kreuz ein,"Berlin, Germany",Kontaktstelle, geflüchtete Menschen, Behinderungen, Pflegebedürftige, UkraineBMAS,social,BMG
2022-05-02,BM Lauterbach stellt Krankenhaus-Kommission vor,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/bm-lauterbach-stellt-krankenhaus-kommission-vor.html,Expertinnen und Experten erarbeiten Reform-Empfehlungen,"Berlin, Germany",BM Lauterbach, Krankenhaus-Kommission, Expertinnen, Experten, Reform-Empfehlungen,political,BMG
2022-03-30,Karl Lauterbach: “Dank an Pflegekräfte für besonderen Einsatz“,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/pflegebonus-kabinett.html,Kabinett beschließt Bonus für Pflegekräfte,"Berlin, Germany",Karl Lauterbach, Dank, Pflegekräfte, besonderen Einsatz, Bonus,political,BMG
2022-03-16,Kabinett beschließt Verträge für Impfstoffversorgung im Pandemiefall,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/vertraege-fuer-impfstoffversorgung.html,"Heute hat das Kabinett beschlossen, mit fünf Unternehmen Verträge zur Bereitstellung von Corona-Impfstoffen für die kommenden Jahre bis 2029 abzuschließen. Bei den Unternehmen handelt es sich um BioNTech, die Bietergemeinschaft CureVac/GSK, die Bietergemeinschaft Wacker/CordenPharma, Celonic und IDT Dessau. Die Taskforce Impfstoffproduktion im Bundesministerium für Wirtschaft und Klimaschutz (BMWK) hat die sogenannten Pandemiebereitschaftsverträge in den vergangenen Monaten im Auftrag des BMG mit den Unternehmen verhandelt.","Berlin, Germany",Verträge, Impfstoffversorgung, Pandemiefall, Unternehmen, Taskforce,legal,BMG
2022-03-09,Vorläufige Finanzergebnisse der GKV für das Jahr 2021,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/vorlaeufige-finanzergebnisse-gkv-2021.html,"Die vorläufigen Finanzergebnisse der gesetzlichen Krankenkassen für das Jahr 2021 sind durch die im Jahr 2021 vorgenommene Vermögensabführung der Krankenkassen an den Gesundheitsfonds zur Stabilisierung der Beitragssätze geprägt: So weisen die Krankenkassen ein Defizit von rund 5,8 Mrd. Euro aus, während die Finanzreserven der Krankenkassen zum Stichtag 31. Dezember 2021 bei rund 11 Mrd. Euro lagen. Dies entspricht in etwa einer halben durchschnittlichen Monatsausgabe und damit mehr als dem Doppelten der Mindestrücklage. Dagegen verbuchte der Gesundheitsfonds einen Überschuss von rund 1,4 Mrd. Euro. Die Liquiditätsreserve des Gesundheitsfonds betrug zum Stichtag 17. Januar 2022 rund 7,9 Mrd. Euro.","Berlin, Germany",Finanzergebnisse, GKV, Jahr 2021, Krankenkassen, Gesundheitsfonds,economic,BMG
2022-02-24,Karl Lauterbach: “Seltene Erkrankungen – wir bekennen Farbe!“,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/15-europaeischer-tag-der-seltenen-erkrankungen.html,15. Europäischer Tag der Seltenen Erkrankungen am 28. Februar 2022,"Berlin, Germany",Karl Lauterbach, Seltene Erkrankungen, Farbe, Europäischer Tag, 28. Februar 2022,political,BMG
2022-02-08,Deutlich höhere Mindestlöhne in der Altenpflege,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/pflegemindestlohn.html,Neben den Pflegemindestlöhnen soll auch die Anzahl der Urlaubstage steigen,"Berlin, Germany",Mindestlöhne, Altenpflege, Pflegemindestlöhne, Anzahl, Urlaubstage,economic,BMG
2022-01-28,Bezahlung mindestens in Tarifhöhe – Richtlinien für die Langzeitpflege treten in Kraft,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/rl-tariflohn-langzeitpflege.html,"Ab dem 1. September 2022 werden nur noch Pflegeeinrichtungen zur Versorgung zugelassen, – und können mit der Pflegeversicherung abrechnen – die ihre Pflege- und Betreuungskräfte mindestens in Tarifhöhe bezahlen.","Berlin, Germany",Bezahlung, Tarifhöhe, Richtlinien, Langzeitpflege, Pflegeeinrichtungen,economic,BMG
2021-12-07,Neuregelungen im Bereich Gesundheit und Pflege,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/neuregelungen-gesundheit-und-pflege-2022.html,Zum 1. Januar 2022 werden im Bereich des Bundesgesundheitsministeriums zahlreiche Änderungen wirksam. Hier informieren wir über die wichtigsten Neuerungen:,"Berlin, Germany",Neuregelungen, Gesundheit, Pflege, 1. Januar 2022, Bundesgesundheitsministerium.,legal,BMG
2021-12-03,Finanzentwicklung der GKV im 1. bis 3. Quartal 2021,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/finanzentwicklung-der-gkv-im-1-bis-3-quartal-2021.html,"Die 102 gesetzlichen Krankenkassen haben im 1. bis 3. Quartal 2021 insgesamt ein Defizit von knapp 3,2 Mrd. Euro gebucht. Hierbei ist berücksichtigt, dass die Krankenkassen in diesem Zeitraum rund 6 Mrd. Euro ihrer Finanzreserven an den Gesundheitsfonds abgeführt haben. Die Finanzreserven der Krankenkassen lagen zum Stichtag 30. September bei 13,6 Mrd. Euro. Dies entspricht 0,58 Monatsausgaben und damit im Durchschnitt in etwa dem Dreifachen der gesetzlich vorgesehenen Mindestreserve. Der Gesundheitsfonds erzielte in den Monaten von Januar bis September ein saisonübliches Defizit von 2,0 Mrd. Euro.","Berlin, Germany",Finanzentwicklung, GKV, Quartal, Defizit, Gesundheitsfonds,economic,BMG
2021-11-24,Fußballnationalspielerinnen werden Demenz-Partnerinnen,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/fussballnationalspielerinnen-werden-demenz-partnerinnen.html,Bundesseniorenministerin Christine Lambrecht nimmt mit der Fußballnationalmannschaft der Frauen an einer Demenz-Partner-Schulung teil / Bundestrainerin Martina Voss-Tecklenburg setzt ihr Engagement als Demenz-Botschafterin in 2022 fort,"Berlin, Germany",Fußballnationalspielerinnen, Demenz-Partnerinnen, Bundesseniorenministerin, Christine Lambrecht, Demenz-Botschafterin,social,BMG
2021-10-06,Jetzt der Grippe zuvorkommen – mit der Grippeschutzimpfung!,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/4-quartal/grippeschutzimpfung.html,"BMG, BZgA, RKI und PEI rufen zur Grippeschutzimpfung auf","Berlin, Germany",Grippe, Grippeschutzimpfung, BMG, BZgA, RKI,political,BMG
2021-09-29,"Jede Impfung zählt: BMG intensiviert Impfaufklärung für Familien, Schwangere und Stillende",https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/3-quartal/radiospot-bmg-impfaufklaerung.html,"Das Bundesministerium für Gesundheit klärt gemeinsam mit RKI und BZgA weiter zur Corona-Schutzimpfung auf. Ab heute, den 29. September läuft deutschlandweit in Radiosendern ein neuer Funkspot, der zu einer schnellen Impfung vor dem Winter aufruft und auf die Empfehlungen der Ständigen Impfkommission (STIKO) für Kinder ab 12 Jahren, Schwangere und Stillende hinweist. Der Spot macht auch deutlich, dass auf den Intensivstationen derzeit fast nur Ungeimpfte behandelt werden müssen. In der Abwägung von Nutzen und Risiken rät die STIKO weiteren Personengruppen zur Impfung, da die für sie geeigneten mRNA-Impfstoffe wirksam und sicher sind. Der Info-Spot wird im Oktober nicht nur im Radio, sondern auch auf Streaming Plattformen zu hören sein.","Berlin, Germany",Impfung, BMG, Impfaufklärung, Corona-Schutzimpfung, STIKO,political,BMG
2021-09-17,BMG stärkt den Öffentlichen Gesundheitsdienst in der Medizinerausbildung,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/3-quartal/approbationsordnung-bundesrat.html,"Spahn: „Wir wollen den Öffentlichen Gesundheitsdienst stärken, auch in der ärztlichen Ausbildung“","Berlin, Germany",Öffentlichen Gesundheitsdienst, Medizinerausbildung, Spahn, stärken, ärztlichen Ausbildung.,social,BMG
2021-09-15,"Schule, Sport, Prävention: Die Jüngsten während und nach der Pandemie besser unterstützen",https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/3-quartal/abschlussbericht-auswirkungen-corona-kinder.html,Arbeitsgruppe von Bundesfamilien- und Bundesgesundheitsministerium legt Empfehlungen vor,"Berlin, Germany",Schule, Sport, Prävention, Pandemie, Empfehlungen,social,BMG
2021-09-06,Spahn/Karliczek: Weiterer Schub zur Entwicklung und Herstellung von versorgungsnahen Arzneimitteln gegen COVID-19,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/3-quartal/arzneimittel-gegen-covid-19.html,Förderung von Arzneimittelkandidaten gegen COVID-19 aus der Fördermaßnahme „Klinische Entwicklung von versorgungsnahen COVID-19-Arzneimitteln und deren Herstellungskapazitäten“ von BMG und BMBF,"Berlin, Germany",COVID-19, Arzneimitteln, Entwicklung, Herstellung, Förderung,political,BMG
2021-09-03,Finanzentwicklung der GKV im 1. Halbjahr 2021,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/3-quartal/finanzentwicklung-der-gkv-im-1-halbjahr-2021.html,"Die 103 gesetzlichen Krankenkassen haben im 1. Halbjahr 2021 ein Defizit von 1,9 Mrd. Euro verbucht. Hierbei ist berücksichtigt, dass die Krankenkassen in diesem Jahr pro Quartal rund 2 Mrd. Euro ihrer Finanzreserven an den Gesundheitsfonds abführen. Die Finanzreserven der Krankenkassen betrugen Ende Juni 2021 rund 14,8 Mrd. Euro und entsprechen damit im Durchschnitt 0,6 Monatsausgaben. Die gesetzlich vorgesehene Mindestreserve für die einzelnen Krankenkassen beträgt 0,2 Monatsausgaben.","Berlin, Germany",Finanzentwicklung, GKV, Halbjahr, Defizit, Krankenkassen,,BMG
2021-08-20,Ergebnisse der Konzertierten Aktion Pflege,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/3-quartal/zweiter-umsetzungsbericht-kap.html,"Mehr Auszubildende, bundeseinheitliche Personalbemessung, tarifliche Entlohnung","Berlin, Germany",Auszubildende, Personalbemessung, tarifliche Entlohnung, Konzertierte Aktion Pflege, Ergebnisse,social,BMG
2021-07-07,Bundeskabinett beschließt Nationale Stillstrategie,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/3-quartal/nationale-stillstrategie.html,Strategie von Bundesministerin Julia Klöckner in Zusammenarbeit mit Bundesminister Jens Spahn und Bundesministerin Christine Lambrecht,"Berlin, Germany",Bundeskabinett, Nationale Stillstrategie, Bundesministerin Julia Klöckner, Bundesminister Jens Spahn, Bundesministerin Christine Lambrecht,political,BMG
2021-07-01,Pflegeausbildung: Ausbildungsmodule zur Übertragung von Heilkunde auf Pflegefachpersonen veröffentlicht,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/3-quartal/pflegeausbildung-ausbildungsmodule.html,"Das Bundesministerium für Familie, Senioren, Frauen und Jugend (BMFSFJ) und das Bundesministerium für Gesundheit (BMG) haben einen weiteren Schritt zur Weiterentwicklung und Aufwertung der Pflegeberufe unternommen. Sie haben spezielle Ausbildungsmodule genehmigt, die die Vermittlung von erweiterten Kompetenzen zur Ausübung heilkundlicher Tätigkeiten in der beruflichen und hochschulischen Pflegeausbildung umfassen und die über die Inhalte der neuen Pflegeausbildung hinausgehen. Hierbei handelt es sich um Ausbildungsinhalte für den theoretischen und praktischen Unterricht sowie für den Lernort Praxis.","Berlin, Germany",Pflegeausbildung, Ausbildungsmodule, Heilkunde, Pflegefachpersonen, Kompetenzen,social,BMG
2021-06-30,Kabinett: Belastete Kinder und Jugendliche brauchen zusätzliche Unterstützung,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/2-quartal/kabinettsbericht-kindergesundheit.html,Gemeinsamer Bericht des Bundesgesundheitsministeriums und Bundesfamilienministeriums zur gesundheitlichen Situation von Kindern und Jugendlichen in der Pandemie,"Berlin, Germany",Kabinett, Belastete Kinder, Jugendliche, zusätzliche Unterstützung, Pandemie,political,BMG
2021-06-22,"„Das Impfbuch für alle“ – Neues, kostenfreies Sachbuch von RKI und BZgA erscheint diese Woche",https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/2-quartal/das-impfbuch-fuer-alle-neues-kostenfreies-sachbuch-von-rki-und-bzga-erscheint-diese-woche.html,"Das Robert Koch-Institut (RKI) und die Bundeszentrale für gesundheitliche Aufklärung (BZgA) veröffentlichen diese Woche “Das Impfbuch für alle“. Das kostenfreie 80-seitige Taschenbuch soll dazu beitragen, dass sich die Bürgerinnen und Bürger verlässlich über das Impfen informieren und mit einem guten Gefühl entscheiden können.","Berlin, Germany",Impfbuch, RKI, BZgA, kostenfrei, informieren,technological,BMG
2021-06-19,Wie sich der Klimawandel auf die Gesundheit auswirkt,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/2-quartal/klimawandel-und-gesundheit.html,"Neues Informationsportal der BZgA zum Thema Klimawandel, Hitze und Gesundheit jetzt online","Berlin, Germany",Klimawandel, Gesundheit, Informationsportal, BZgA, Hitze,environmental,BMG
2021-06-18,Finanzentwicklung der GKV im 1. Quartal 2021,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/2-quartal/gkv-1-quartal-2021.html,"Die 103 gesetzlichen Krankenkassen haben in den ersten drei Monaten des laufenden Jahres ein Defizit von 148 Mio. Euro verbucht. Trotz einer anteiligen Vermögensabführung von rund 2 Mrd. Euro an den Gesundheitsfonds lagen die Finanzreserven der Krankenkassen Ende Mär 2021 bei rund 16,6 Mrd. Euro und entsprechen damit im Durchschnitt 0,7 Monatsausgaben. Die gesetzlich vorgesehene Mindestreserve für die einzelnen Krankenkassen beträgt 0,2 Monatsausgaben.","Berlin, Germany",Finanzentwicklung, GKV, Quartal, Defizit, Krankenkassen,,BMG
2021-06-11,Bundestag beschließt Gesetz zur Weiterentwicklung der Gesundheitsversorgung,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/2-quartal/gvwg.html,Spahn: „Stärken unser Gesundheitssystem – damit es auch in Zukunft zu den besten zählt“,"Berlin, Germany",Gesundheitsversorgung, Gesetz, Weiterentwicklung, Spahn, Gesundheitssystem,political,BMG
2021-05-27,Am 5. Juni ist Tag der Organspende,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/2-quartal/zum-tag-der-organspende.html,"Jens Spahn: „Eine Entscheidung, die Leben retten kann“","Berlin, Germany",Organspende, Tag, Jens Spahn, Leben, retten,political,BMG
2021-05-19,"Mehr Leistungen, bessere Bezahlung",https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/2-quartal/siebter-pflegebericht.html,Kabinett verabschiedet Siebten Pflegebericht,"Berlin, Germany",Leistungen, Bezahlung, Kabinett, Siebten Pflegebericht,,economic,BMG
2021-05-12,Spahn/Karliczek: Weiterer Schub zur Entwicklung und Herstellung von versorgungsnahen Arzneimitteln gegen COVID-19,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/2-quartal/arzneimitteln-gegen-covid-19.html,BMG und BMBF unterstützen Therapeutika gegen COVID-19 durch gemeinsames Förderprogramm,"Berlin, Germany",Spahn, Karliczek, Entwicklung, Herstellung, Arzneimitteln,political,BMG
2021-05-06,Spahn: „Machen unser Gesundheitswesen mit mehr Digitalisierung zukunftsfester“,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/2-quartal/dvpmg-beschluss-bundestag.html,Bundestag beschließt Gesetz zur digitalen Modernisierung von Versorgung und Pflege (DVPMG),"Berlin, Germany",Spahn, Gesundheitswesen, Digitalisierung, Zukunftsfester, Gesetz,political,BMG
2021-04-30,Beirat diskutiert und verabschiedet Analyse von Prof. Augurzky und Prof. Busse zum Leistungsgeschehen der Krankenhäuser und zu Ausgleichszahlungen in der Corona-Krise,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/2-quartal/corona-gutachten-beirat-bmg.html,"Gute Patientenversorgung auch in der Corona-Pandemie stets gewährleistet, Instrument der Freihaltepauschale zur Sicherung der Krankenhäuser wirksam","Berlin, Germany",Beirat, Analyse, Prof. Augurzky, Prof. Busse, Krankenhäuser,political,BMG
2021-03-05,Vorläufige Finanzergebnisse der GKV für das Jahr 2020,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/1-quartal/finanzergebnisse-gkv-2020.html,"Die gesetzlichen Krankenkassen haben nach den vorliegenden Finanzergebnissen im Jahr 2020 insgesamt ein Defizit von rund 2,65 Mrd. Euro ausgewiesen. Die Finanzreserven der Krankenkassen lagen zum Stichtag 31. Dezember bei 16,7 Mrd. Euro. Der Gesundheitsfonds verbuchte 2020 ein Defizit von 3,49 Mrd. Euro. Die Liquiditätsreserve des Gesundheitsfonds lag zum Stichtag 15. Januar 2021 bei rund 5,9 Mrd. Euro.","Berlin, Germany",GKV, Finanzergebnisse, Defizit, Krankenkassen, Gesundheitsfonds,economic,BMG
2021-02-27,Corona-SMS für Einreisende ab 1. März 2021,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/1-quartal/corona-sms.html,"Einreisende erhalten ab Montag, dem 1. März, eine SMS der Bundesregierung, sobald ihr Mobiltelefon sich in ein deutsches Mobilfunknetz einbucht. Damit werden sie über die in der Bundesrepublik Deutschland geltenden Einreise- und Infektionsschutzbestimmungen informiert sowie auf geltende Infektions­schutz­maßnahmen zur Verhinderung der Verbreitung des Coronavirus SARS-CoV-2 hingewiesen.","Berlin, Germany",Corona, Einreisende, SMS, Infektionsschutzbestimmungen, Coronavirus,,BMG
2021-02-10,Spahn: „Wertvolle Informationen der Krebsregister besser nutzen“,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/1-quartal/krebsregisterdaten-kabinett.html,Kabinett beschließt „Entwurf eines Gesetzes zur Zusammenführung von Krebsregisterdaten“,"Berlin, Germany",Spahn, Informationen, Krebsregister, Gesetz, Zusammenführung,legal,BMG
2021-01-28,Bundestag beschließt „Gesetz zur Reform der technischen Assistenzberufe in der Medizin“,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/1-quartal/mta-reformgesetz-beschluss-bt.html,Jens Spahn: „Ausbildungen in der medizinischen Technologie werden modernisiert.“,"Berlin, Germany",Bundestag, Gesetz, Reform, technische Assistenzberufe, Medizin,political,BMG
2021-01-20,Spahn: „Machen digitale Helfer jetzt auch für Pflege nutzbar“,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/1-quartal/dvpmg-kabinett.html,"Kabinett beschließt Gesetzentwurf zur digitalen Modernisierung von Versorgung und Pflege (DVPMG)Digitale Helfer für die Pflege, mehr Telemedizin und eine moderne Vernetzung im Gesundheitswesen – das sind Ziele des Gesetzes zur digitalen Modernisierung von Versorgung und Pflege (DVPMG). Das Bundeskabinett hat heute den Entwurf beschlossen. Das Gesetz soll Mitte des Jahres in Kraft treten.","Berlin, Germany",Modernisierung, Pflege, digitale Helfer, Telemedizin, Vernetzung,technological,BMG
2021-01-18,Neue Coronavirus-Surveillanceverordnung des Bundesministeriums für Gesundheit,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/1-quartal/coronavirus-surveillanceverordnung.html,Spahn: „Wir wollen besseren Überblick über die in Deutschland zirkulierenden Virusvarianten“,"Berlin, Germany",Coronavirus, Surveillanceverordnung, Bundesministerium, Gesundheit, Virusvarianten,political,BMG
2021-01-13,Kabinett beschließt neue Coronavirus-Einreiseverordnung,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/1-quartal/einreise-vo.html,"Spahn: ""Wollen Ausbreitung von Virusmutationen verhindern""","Berlin, Germany",Kabinett, Coronavirus, Einreiseverordnung, Virusmutationen, verhindern,political,BMG
2021-01-12,Eltern haben länger Anspruch auf Kinderkrankengeld,https://www.bundesgesundheitsministerium.de/presse/pressemitteilungen/2021/1-quartal/anspruch-auf-kinderkrankengeld.html,"Gesetzlich versicherte Eltern können im Jahr 2021 pro Kind und Elternteil 20 statt 10 Tage Kinderkrankengeld beantragen, insgesamt bei mehreren Kindern maximal 45 Tage.","Berlin, Germany",Eltern, Kinderkrankengeld, Anspruch, gesetzlich versichert, 2021,legal,BMG
